OBJECTID,TOID,ROADLABEL,DESCTERM,NATURE,TLRN_DATE,LAST_EDIT_DATE,Shape__Length
775196,4000000030476647,High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,7.00000000029104
775197,4000000030460559,Blackwall Tunnel,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,9.9999999997206
775198,4000000030233993,Bromley Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,140.439215339824
775199,4000000030357288,Stamford Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,41.0000000007858
775200,5000005287167855,Leatherhead Road,A Road,Traffic Island Link,,2022/01/21 15:31:47+00,14.8289785404257
775201,4000000030131731,Bath Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,128.950492254629
775202,4000000030458533,Stanstead Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,7
775203,5000005182090407,Tower Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,205.080500535109
775204,5000005102165356,Pinkham Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:47+00,38.955756302739
775205,5000005167936434,Colchester Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,24.2889034126079
775206,4000000030403890,Bath Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,30.4600396544889
775207,4000000030345892,Commercial Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,42.8495501162157
775208,4000000030341967,New Cross Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,62.9567384142355
775209,4000000030414096,Purley Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,24.0831891552837
775210,4000000030342561,Vauxhall Bridge Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,66.33580263588
775211,5000005113191917,Bow Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,28.0538538570332
775212,5000005276251831,Edgware Road,A Road,Traffic Island Link,,2022/01/21 15:31:47+00,17.1400945535288
775213,4000000030412030,North Hill,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,25.4420129554523
775214,4000000030229288,The Croydon Flyover,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,71.3063512847023
775215,4000000030240127,Tower Bridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,53.0284656269758
775216,4000000030459958,Branch Road,Unknown,Slip Road,19/04/2017,2022/01/21 15:31:44+00,16.0580481319568
775217,4000000030210598,Great West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,62.0133135569664
775218,5000005227501524,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,77.8956784191917
775219,5000005195065547,Clapham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,18.0246316196452
775220,4000000030095206,Malden Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,338.648551466519
775221,5000005209157146,London Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,13.6650584055958
775222,5000005233854233,Southend Arterial Road,Unclassified,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,16.8225500499927
775223,4000000030142340,Purley Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,181.662260343909
775224,4000000030475312,Borough High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,6.40312427154892
775225,4000000030476533,Blackwall Tunnel Northern Approach,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,5
775226,5000005169892071,Kennington Park Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,135.253439579586
775227,4000000030321288,Clapham Common North Side,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,30.3037514893372
775228,5000005127314925,London Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,35.5202724637947
775229,5000005129680315,East Smithfield,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,16.7538702803132
775230,4000000030701602,Bromley Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,3.70260138330429
775231,4000000030252064,Kingsland High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,58.9504421158863
775232,5000005205511314,High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,8.18377724581883
775233,4000000030416676,Abbeville Road,Classified Unnumbered,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,19.4303787164643
775234,4000000030357251,Lower Clapton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,30.7100355818789
775235,5000005126474309,Thurlow Park Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,18.3618707209058
775236,4000000030339932,Cavendish Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,43.2875223902643
775237,4000000031151651,Gunnersbury Avenue,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.8520487686659
775238,4000000030405898,Buckhold Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,23.4442502776051
775239,4000000030250276,Hampstead Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,100.895986057851
775240,4000000030476690,Victoria Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,8.07099475811611
775241,4000000030139167,Hendon Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,177.143727770075
775242,4000000030257970,Woodford Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,120.135000151567
775243,4000000031205565,Adelaide Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,6.56795774966118
775244,4000000030405946,Trinity Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,22.9839021136165
775245,4000000031006995,Park Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,53.938227463181
775246,4000000030451281,London Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,12.8062484749384
775247,4000000030256240,A12,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,954.035829494742
775248,4000000030133694,Kingston Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,194.435709493027
775249,4000000030410982,Finchley Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,22.4533676049326
775250,4000000030450700,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,8.23782598706402
775251,5000005186767857,Whitechapel High Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.8347006743795
775252,4000000030410470,North Circular Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,33.9411254974276
775253,5000005155998318,Balham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,8.7562624435207
775254,4000000030235914,Brixton Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,69.971911599844
775255,4000000030459830,The Highway,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,14.3294367170125
775256,4000000030473294,Great West Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,7.23606797712741
775257,5000005266469095,Tower Bridge Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,8.20982198791887
775258,4000000030344955,City Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,21.0943296930342
775259,5000005183643212,Mile End Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,17.4538016779023
775260,5000005108216606,Pentonville Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,27.4833533308569
775261,4000000030147200,Southwark Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,102.470855272363
775262,4000000030345345,Tower Bridge Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,16.695689258127
775263,4000000030405154,Great West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,27.8581622037931
775264,5000005235387884,Blackfriars Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,26.436698608246
775265,4000000030228936,Purley Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,49.0978740915585
775266,5000005286307989,Eltham Road,A Road,Traffic Island Link,,2022/01/21 15:31:47+00,16.4266276022815
775267,4000000030154974,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,145.25845952982
775268,5000005180691059,Whitechapel Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,16.2510379777149
775269,5000005277730478,Clifford Avenue,A Road,Single Carriageway,,2022/01/21 15:31:46+00,58.1171975788227
775270,5000005285624897,Bromley Road,A Road,Traffic Island Link,,2022/01/21 15:31:47+00,21.4023157976705
775271,4000000030251660,Rock Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,92.609592024847
775272,4000000030235699,The Pavement,B Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,114.346854177492
775273,4000000030425732,Archway Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,21.6333078329213
775274,4000000030081726,The Parkway,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,833.453871057154
775275,4000000030463129,Northwold Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.1803398872647
775276,5000005152466989,Finchley Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,19.2115860096462
775277,5000005211767805,Wickham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,20.3792256486281
775278,5000005257182079,The Highway,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:46+00,13.8869218553886
775279,4000000031154085,Gracechurch Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,37.1979309927962
775280,4000000030237400,Queens Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,71.6561658021504
775281,4000000030355520,City Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,43.6577599113934
775282,4000000030257870,North Circular Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,115.614136126785
775283,5000005151000987,Clapham Common North Side,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,13.548783250635
775284,4000000031285960,Roehampton Lane,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,22.4936640724775
775285,4000000031196032,Great South West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,29.1778909455609
775286,4000000030346476,Limehouse Link,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,57.9006568060581
775287,5000005167687474,Oldfields Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,38.1243369778616
775288,5000005133457165,Camden Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,42.7063047420838
775289,4000000031026036,Brighton Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,46.3358316535659
775290,4000000030426783,B550,B Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,23.0741563446893
775291,4000000030425561,Upper Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,20.000000001688
775292,4000000030340426,Clapham High Street,A Road,Single Carriageway,,2022/01/21 15:31:47+00,9.49506450781494
775293,5000005222972732,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,121.724452401981
775294,4000000030654243,Clapham Common North Side,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,9.25560369262272
775295,4000000030312656,Great Chertsey Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,31.4006369363672
775296,4000000030329877,Finchley Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,48.1245330479864
775297,4000000030215438,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,75.6901578795553
775298,4000000030158459,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,206.293530865451
775299,4000000030322680,Hanger Lane,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,43.2897216479052
775300,4000000030475942,A224,A Road,Roundabout,19/04/2017,2022/01/21 15:31:47+00,9.44717052889957
775301,4000000030081665,Harlington Road East,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,391.981452071983
775302,4000000030357011,Blackwall Tunnel Northern Approach,A Road,Slip Road,19/04/2017,2022/01/21 15:31:44+00,91.4778235384042
775303,4000000030402184,Grove Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,14.3733143349681
775304,4000000030347073,Eltham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,39.5621547141331
775305,4000000030455249,North Circular Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,9.22446323735561
775306,4000000031284633,Pier Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:47+00,24.815613771897
775307,4000000030346904,Blackwall Tunnel Northern Approach,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,44.9248587755226
775308,4000000030238097,Kennington Lane,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,106.569324872428
775309,5000005211887595,Chepstow Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,31.1967845365377
775310,5000005260431960,Newington Butts,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,4.89766189106547
775311,4000000031275332,Butcher Row,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,22.8998055112459
775312,4000000030323808,Brompton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,43.3485996310582
775313,4000000031221385,Bruce Grove,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,53.055727571194
775314,4000000030213202,Upper Richmond Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,74.1484996481254
775315,4000000030254945,Angel Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,69.0557423193823
775316,5000005156651773,Battersea Rise,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,49.809784279241
775317,4000000030416826,Effra Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,22.4216986428444
775318,4000000030943559,Alfreds Way,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,53.6532017992275
775319,4000000030235008,Balham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,53.0562904485614
775320,5000005156181895,Edgware Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.6423889303278
775321,5000005214212147,Wickham Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,27.2668334181029
775322,5000005152716618,St Mildreds Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,46.7676780976261
775323,4000000030103897,Colchester Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,198.001056480501
775324,4000000030081695,Great West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,538.087783842989
775325,5000005287167858,Leatherhead Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,15.0834501313098
775326,4000000030342413,Bridgefoot,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,64.1534476588587
775327,4000000030312427,Country Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,67.3590914890463
775328,4000000030102243,Southend Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,385.652495146947
775329,4000000030236169,Brixton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,65.0699369999669
775330,4000000030094753,Country Way,Unknown,Slip Road,19/04/2017,2022/01/21 15:31:45+00,354.955732254611
775331,5000005112560123,Mortlake Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,26.3521612859482
775332,4000000031154886,Thames Gateway,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,7.06783389799619
775333,5000005159050565,St Georges Circus,Unknown,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,8.97581883484971
775334,4000000030464911,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,16.9999999981956
775335,4000000030700941,Uxbridge Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,45.1213739802502
775336,4000000030323511,Cromwell Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,30.3823430532489
775337,4000000031078098,Purley Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,23.0935964710579
775338,5000005276814915,Rushey Green,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,26.7374657044593
775339,5000005152633076,Stoke Newington Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,17.8116742731145
775340,5000005153215733,Balham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,42.7614199949579
775341,4000000030347441,Shooters Hill Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,30.413812651737
775342,5000005109310191,Southend Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,101.63822714994
775343,4000000030333338,Stirling Corner,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,34.9947299126452
775344,5000005126744437,Bath Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,22.7293827607634
775345,4000000030358335,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,69.0000000024738
775346,4000000030237419,Lewisham Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,92.1964854761992
775347,4000000030230531,London Road,Unknown,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,70.8773990110561
775348,4000000030411781,Watford Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,24.6286146629913
775349,4000000030330668,Watford Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,52.3355012369863
775350,4000000030250972,Holloway Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,55.4080992767964
775351,5000005208223882,Cheam Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:46+00,17.212252943062
775352,4000000030209789,Bath Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,113.705582815026
775353,4000000031263816,Shooters Hill Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,22.787636284823
